EIF2S1	EIF2AK1_Homo sapiens
XRN2	CDK9_Homo sapiens
PPARG	CDK9_Homo sapiens
NCOA2	CDK9_Homo sapiens
RB1	CDK9_Homo sapiens
TP53	CDK9_Homo sapiens
MAPK1	MAP2K1_Homo sapiens
MAPK3	MAP2K1_Homo sapiens
TAL1	MAP2K1_Homo sapiens
GSK3B	MAP2K1_Homo sapiens
KRT8	MAP2K1_Homo sapiens
HSF1	MAP2K1_Homo sapiens
RAF1	MAP2K1_Homo sapiens
MELK	MELK_Homo sapiens
CDC25B	MELK_Homo sapiens
EIF4B	MELK_Homo sapiens
GRK4	GRK4_Homo sapiens
BDKRB2	GRK4_Homo sapiens
JIP3 iso2	Mapk10_Mus musculus
Jun	Mapk10_Mus musculus
Mcl1	Mapk10_Mus musculus
Kif5c	Mapk10_Mus musculus
Bcl2l11	Mapk10_Mus musculus
PIK3R1	SIK2_Homo sapiens
SIK2	SIK2_Homo sapiens
CDK5R1	SIK2_Homo sapiens
CEP250	SIK2_Homo sapiens
MAP2K3	MAP2K3_Homo sapiens
MAPK14	MAP2K3_Homo sapiens
RB1	CDK6_Homo sapiens
RBL2	CDK6_Homo sapiens
FOXM1	CDK6_Homo sapiens
CDKN1A	CDK6_Homo sapiens
AML1 iso8	CDK6_Homo sapiens
EGLN2	CDK6_Homo sapiens
CDKN1B	CDK6_Homo sapiens
CELF1	CDK6_Homo sapiens
NPM1	CDK6_Homo sapiens
SMAD1	CDK8_Homo sapiens
SMAD3	CDK8_Homo sapiens
E2F1	CDK8_Homo sapiens
CCNH	CDK8_Homo sapiens
HIST1H3J	CDK8_Homo sapiens
CDCP1	PTK2_Homo sapiens
ITGB7	PTK2_Homo sapiens
NANOG	PTK2_Homo sapiens
BECN1	PTK2_Homo sapiens
PTK2	PTK2_Homo sapiens
ACTN1	PTK2_Homo sapiens
SH3GL1	PTK2_Homo sapiens
RAC1	PTK2_Homo sapiens
RET	PTK2_Homo sapiens
GIT1	PTK2_Homo sapiens
PMCA4 iso6	PTK2_Homo sapiens
GRB7	PTK2_Homo sapiens
TRIO	PTK2_Homo sapiens
BCAR1	PTK2_Homo sapiens
EPHB3	EPHB3_Homo sapiens
AKT1	TYRO3_Homo sapiens
Irs1	Eif2ak2_Mus musculus
Eif2s1	Eif2ak2_Mus musculus
Epha3	Epha3_Mus musculus
Mybpc3	Camk2a_Mus musculus
Gria1	Camk2a_Mus musculus
Dnm1l	Camk2a_Mus musculus
Camk2a	Camk2a_Mus musculus
Gabbr1	Camk2a_Mus musculus
Il6st	Camk2a_Mus musculus
Ptpra	Camk2a_Mus musculus
Homer2	Camk2a_Mus musculus
Kif17	Camk2a_Mus musculus
Pea15	Camk2a_Mus musculus
Homer1	Camk2a_Mus musculus
Crem	Camk2a_Mus musculus
Vim	Camk2a_Mus musculus
Adcy3	Camk2a_Mus musculus
Nefl	Camk2a_Mus musculus
Ryr2	Camk2a_Mus musculus
Stmn1	Camk2a_Mus musculus
Cacna1c	Camk2a_Mus musculus
Pln	Camk2a_Mus musculus
FAK iso3	Camk2a_Mus musculus
MAPK7	RPS6KA1_Homo sapiens
BAD	RPS6KA1_Homo sapiens
SLC9A1	RPS6KA1_Homo sapiens
WWC1	RPS6KA1_Homo sapiens
NDRG2	RPS6KA1_Homo sapiens
RPTOR	RPS6KA1_Homo sapiens
VASP	RPS6KA1_Homo sapiens
CREB1	RPS6KA1_Homo sapiens
GSK3B	RPS6KA1_Homo sapiens
RANBP3	RPS6KA1_Homo sapiens
CDC25B	RPS6KA1_Homo sapiens
CDC25C	RPS6KA1_Homo sapiens
DEPTOR	RPS6KA1_Homo sapiens
TSC2	RPS6KA1_Homo sapiens
EEF2K	RPS6KA1_Homo sapiens
ESR1	RPS6KA1_Homo sapiens
CARHSP1	RPS6KA1_Homo sapiens
SLC9A3R1	RPS6KA1_Homo sapiens
MXD1	RPS6KA1_Homo sapiens
RPS6	RPS6KA1_Homo sapiens
YBX1	RPS6KA1_Homo sapiens
CHEK1	RPS6KA1_Homo sapiens
MITF iso9	RPS6KA1_Homo sapiens
FLNA	RPS6KA1_Homo sapiens
CCT2	RPS6KA1_Homo sapiens
PDCD4	RPS6KA1_Homo sapiens
SOS1	RPS6KA1_Homo sapiens
LCP1	RPS6KA1_Homo sapiens
APAF1	RPS6KA1_Homo sapiens
DAPK1	RPS6KA1_Homo sapiens
METTL1	RPS6KA1_Homo sapiens
OSTF1	RPS6KA1_Homo sapiens
CDC25A	RPS6KA1_Homo sapiens
GMFB	RPS6KA1_Homo sapiens
CDC34	RPS6KA1_Homo sapiens
EPHA2	RPS6KA1_Homo sapiens
EIF4B	RPS6KA1_Homo sapiens
ITGB4	RPS6KA1_Homo sapiens
SENP2	RPS6KA1_Homo sapiens
FOS	RPS6KA1_Homo sapiens
CIC	RPS6KA1_Homo sapiens
NFKBIA	RPS6KA1_Homo sapiens
PDGFRA	PDGFRA_Homo sapiens
SRC	PDGFRA_Homo sapiens
RDX	GRK2_Homo sapiens
OPRD1	GRK2_Homo sapiens
EZR	GRK2_Homo sapiens
ADRB2	GRK2_Homo sapiens
SLC9A5	GRK2_Homo sapiens
CHRM2	GRK2_Homo sapiens
OPRM1	GRK2_Homo sapiens
HRH1	GRK2_Homo sapiens
TXA2-R iso2	GRK2_Homo sapiens
Epac1 iso3	GRK2_Homo sapiens
CLTB	GRK2_Homo sapiens
MAPK14	GRK2_Homo sapiens
MSN	GRK2_Homo sapiens
KCNIP3	GRK2_Homo sapiens
ADIPOR1	GRK2_Homo sapiens
SMAD2	GRK2_Homo sapiens
IGF1R	GRK2_Homo sapiens
SNCA	GRK2_Homo sapiens
WAS	NPM-ALK_Homo sapiens
MSH2	NPM-ALK_Homo sapiens
STAT1	NPM-ALK_Homo sapiens
CTNNB1	MAP3K2_Homo sapiens
POU2F1	PRKAB1_Homo sapiens
MAPK3	MAP2K2_Homo sapiens
KRT8	MAP2K2_Homo sapiens
Casp9	Dyrk1a_Mus musculus
Cry2	Dyrk1a_Mus musculus
PLD2	JAK3_Homo sapiens
EZH2	JAK3_Homo sapiens
NFATC1	JAK3_Homo sapiens
JAK3	JAK3_Homo sapiens
STAT5A	JAK3_Homo sapiens
JAK1	JAK3_Homo sapiens
SIGLEC10	JAK3_Homo sapiens
SHC1 iso2	JAK3_Homo sapiens
ELAVL1	JAK3_Homo sapiens
STAT1	JAK3_Homo sapiens
PPP1CA	LMTK2_Homo sapiens
CFTR	LMTK2_Homo sapiens
PYGB	LMTK2_Homo sapiens
BTK	ITK_Homo sapiens
ITK	ITK_Homo sapiens
DEF6	ITK_Homo sapiens
PLCG1	ITK_Homo sapiens
BMX	ITK_Homo sapiens
SIGLEC10	ITK_Homo sapiens
HAVCR2	ITK_Homo sapiens
LCP2	ITK_Homo sapiens
TEC	ITK_Homo sapiens
Per2	Csnk1d_Mus musculus
Vangl2	Csnk1d_Mus musculus
Dnmt1	Csnk1d_Mus musculus
LCK	CSK_Homo sapiens
SRC	CSK_Homo sapiens
YES1	CSK_Homo sapiens
PTPRC	CSK_Homo sapiens
MAPK7	MAPK7_Homo sapiens
FOS	MAPK7_Homo sapiens
MEF2A	MAPK7_Homo sapiens
DLG1	MAPK7_Homo sapiens
MAP2K5	MAPK7_Homo sapiens
MEF2C iso3	MAPK7_Homo sapiens
PML	MAPK7_Homo sapiens
SGK1	MAPK7_Homo sapiens
ETS1	MAPK7_Homo sapiens
ZBTB4	HIPK2_Homo sapiens
RUNX1	HIPK2_Homo sapiens
KLF3	HIPK2_Homo sapiens
HMGA1	HIPK2_Homo sapiens
NOTCH1	HIPK2_Homo sapiens
CTBP1	HIPK2_Homo sapiens
CTBP2	HIPK2_Homo sapiens
HMGA1 iso2	HIPK2_Homo sapiens
PML	HIPK2_Homo sapiens
TP53	HIPK2_Homo sapiens
PPM1D	HIPK2_Homo sapiens
SIRT1	HIPK2_Homo sapiens
HIPK2	HIPK2_Homo sapiens
CDKN1B	HIPK2_Homo sapiens
CBX4	HIPK2_Homo sapiens
CREB1	HIPK2_Homo sapiens
SIAH2	HIPK2_Homo sapiens
TP63	HIPK2_Homo sapiens
CEBPB	HIPK2_Homo sapiens
Epha8	Epha8_Mus musculus
Tiam1	Ntrk2_Mus musculus
Ntrk2	Ntrk2_Mus musculus
RPTOR	MTOR_Homo sapiens
EIF4EBP1	MTOR_Homo sapiens
ANKRD17	MTOR_Homo sapiens
EEF2K	MTOR_Homo sapiens
SRRM2	MTOR_Homo sapiens
MTOR	MTOR_Homo sapiens
ELL	MTOR_Homo sapiens
ULK1	MTOR_Homo sapiens
BRD9	MTOR_Homo sapiens
DEPTOR	MTOR_Homo sapiens
RPS6KB1	MTOR_Homo sapiens
ESR1	MTOR_Homo sapiens
WASHC2A	MTOR_Homo sapiens
SRRM1	MTOR_Homo sapiens
DAP	MTOR_Homo sapiens
BAG3	MTOR_Homo sapiens
RPRD1B	MTOR_Homo sapiens
PATL1	MTOR_Homo sapiens
GRB10	MTOR_Homo sapiens
UVRAG	MTOR_Homo sapiens
SGK1	MTOR_Homo sapiens
APBA3	MTOR_Homo sapiens
AKT1	MTOR_Homo sapiens
ZNRF2	MTOR_Homo sapiens
AKT1S1	MTOR_Homo sapiens
OXSR1	MTOR_Homo sapiens
ISCU	MTOR_Homo sapiens
DNMT1	MTOR_Homo sapiens
MYC	MTOR_Homo sapiens
MAPKAP1	MTOR_Homo sapiens
DUSP10	MTOR_Homo sapiens
AMBRA1	MTOR_Homo sapiens
HSF1	MTOR_Homo sapiens
UBR4	MTOR_Homo sapiens
p70S6K iso2	MTOR_Homo sapiens
LARP1	MTOR_Homo sapiens
ZNF768	MTOR_Homo sapiens
MAF1	MTOR_Homo sapiens
AMOTL2	MTOR_Homo sapiens
MYCN	MTOR_Homo sapiens
WNK1	MTOR_Homo sapiens
ELK1	PRPF4B_Homo sapiens
RPS6KB1	PIK3CA_Homo sapiens
TPM1	PIK3CA_Homo sapiens
PIK3R1	PIK3CA_Homo sapiens
RPS6KB1	NEK6_Homo sapiens
SGK1	NEK6_Homo sapiens
DDR1	NEK6_Homo sapiens
ACD	NEK6_Homo sapiens
RBL2	NEK6_Homo sapiens
NUP98 iso2	NEK6_Homo sapiens
CDK7	NEK6_Homo sapiens
STAT3	NEK6_Homo sapiens
GRIN1	NEK6_Homo sapiens
HSPA1A	NEK6_Homo sapiens
SLC4A1	CSNK1A1_Homo sapiens
FOXG1	CSNK1A1_Homo sapiens
YWHAQ	CSNK1A1_Homo sapiens
TARDBP	CSNK1A1_Homo sapiens
MDM4	CSNK1A1_Homo sapiens
KCNIP3	CSNK1A1_Homo sapiens
CARD11	CSNK1A1_Homo sapiens
ATF1	CSNK1A1_Homo sapiens
RAPGEF2	CSNK1A1_Homo sapiens
LGALS3	CSNK1A1_Homo sapiens
NFATC3	CSNK1A1_Homo sapiens
JADE1	CSNK1A1_Homo sapiens
BACE1	CSNK1A1_Homo sapiens
CTPS2	CSNK1A1_Homo sapiens
CDH1	CSNK1A1_Homo sapiens
CREB1	CSNK1A1_Homo sapiens
ERG	CSNK1A1_Homo sapiens
APC	CSNK1A1_Homo sapiens
PRKN	CSNK1A1_Homo sapiens
LRP6	CSNK1A1_Homo sapiens
FOXO1	CSNK1A1_Homo sapiens
VHL	CSNK1A1_Homo sapiens
FADD	CSNK1A1_Homo sapiens
SQSTM1	CSNK1A1_Homo sapiens
HNRNPC	CSNK1A1_Homo sapiens
DEPTOR	CSNK1A1_Homo sapiens
RELA	CSNK1A1_Homo sapiens
CDK5	CSNK1A1_Homo sapiens
PHLPP1	CSNK1A1_Homo sapiens
IFNAR1	CSNK1A1_Homo sapiens
TP53	CSNK1A1_Homo sapiens
CTNNB1	CSNK1A1_Homo sapiens
RHOB	CSNK1A1_Homo sapiens
TUT1	CSNK1A1_Homo sapiens
YWHAZ	CSNK1A1_Homo sapiens
EIF6	CSNK1A1_Homo sapiens
YBX1	CSNK1A1_Homo sapiens
CDC25A	CSNK1A1_Homo sapiens
ECE1	CSNK1A1_Homo sapiens
KDM1A	CSNK1A1_Homo sapiens
NFAT5	CSNK1A1_Homo sapiens
SNCA	CSNK1A1_Homo sapiens
RIPK1	RIPK1_Homo sapiens
DAB2IP	RIPK1_Homo sapiens
Myod1	Cdk2_Mus musculus
Mybl2	Cdk2_Mus musculus
Stmn1	Cdk2_Mus musculus
E2f5	Cdk2_Mus musculus
Mcm3ap	Cdk2_Mus musculus
Cdk7	Cdk2_Mus musculus
Cebpb	Cdk2_Mus musculus
Mdm2	Cdk2_Mus musculus
Sox2	Cdk2_Mus musculus
Ubtf	Cdk2_Mus musculus
BAG6	ICK_Homo sapiens
RPTOR	ICK_Homo sapiens
Pik3c3	Cdk5_Mus musculus
Apex1	Cdk5_Mus musculus
Gja1	Cdk5_Mus musculus
Pak1	Cdk5_Mus musculus
DAB1 iso2	Cdk5_Mus musculus
Lmr1 iso2	Cdk5_Mus musculus
Dcx	Cdk5_Mus musculus
Stub1	Cdk5_Mus musculus
Cacna1c	Cdk5_Mus musculus
Ctnnd2	Cdk5_Mus musculus
FAK iso3	Cdk5_Mus musculus
Rab3il1	Cdk5_Mus musculus
Grin2b	Cdk5_Mus musculus
Cask	Cdk5_Mus musculus
Rasgrf1	Cdk5_Mus musculus
Prdx2	Cdk5_Mus musculus
Rhoq	Cdk5_Mus musculus
Esyt1	Cdk5_Mus musculus
Stmn1	Cdk5_Mus musculus
Map2k1	Cdk5_Mus musculus
Dab1	Cdk5_Mus musculus
Ppp1r9b	Cdk5_Mus musculus
Ezr	Cdk5_Mus musculus
Bcl2	Cdk5_Mus musculus
DAB1 iso3	Cdk5_Mus musculus
Nes	Cdk5_Mus musculus
Ppp1r1b	Cdk5_Mus musculus
Map3k1	Cdk5_Mus musculus
Cdk16	Cdk5_Mus musculus
Stk24	Cdk5_Mus musculus
Cdkn1b	Cdk5_Mus musculus
Axin1	Cdk5_Mus musculus
Ppp1r1a	Cdk5_Mus musculus
Ntrk2	Cdk5_Mus musculus
Coro1a	Cdk5_Mus musculus
Stat3	Cdk5_Mus musculus
Camkv	Cdk5_Mus musculus
Th	Cdk5_Mus musculus
Rps6ka3	Pdpk1_Mus musculus
Prkaca	Pdpk1_Mus musculus
Pdpk1	Pdpk1_Mus musculus
Akt1	Pdpk1_Mus musculus
STK24	STK24_Homo sapiens
PPP1R14C	STK24_Homo sapiens
STK38L	STK24_Homo sapiens
EIF4EBP1	DYRK2_Homo sapiens
SIAH2	DYRK2_Homo sapiens
H3F3B	DYRK2_Homo sapiens
CARHSP1	DYRK2_Homo sapiens
Doublecortin iso2	DYRK2_Homo sapiens
KATNA1	DYRK2_Homo sapiens
TP53	DYRK2_Homo sapiens
DPYSL3	DYRK2_Homo sapiens
DPYSL2	DYRK2_Homo sapiens
Tau iso8	DYRK2_Homo sapiens
PSMC4	DYRK2_Homo sapiens
TBK1	DYRK2_Homo sapiens
CRMP1	DYRK2_Homo sapiens
BUB3	BUB1_Homo sapiens
CDC20	BUB1_Homo sapiens
BUB1	BUB1_Homo sapiens
HIST1H2AM	BUB1_Homo sapiens
OCLN	PRKCE_Homo sapiens
KCNK3	PRKCE_Homo sapiens
FGFR1	PRKCE_Homo sapiens
UGT1A7	PRKCE_Homo sapiens
Tau iso8	PRKCE_Homo sapiens
ADAP1	PRKCE_Homo sapiens
TICAM2	PRKCE_Homo sapiens
NANOG	PRKCE_Homo sapiens
KEAP1	PRKCE_Homo sapiens
BAD	PRKCE_Homo sapiens
ADAM17	PRKCE_Homo sapiens
GNAI2	PRKCE_Homo sapiens
CREB1	PRKCE_Homo sapiens
KIR3DL1	PRKCE_Homo sapiens
RPS6KB2	PRKCE_Homo sapiens
KRT18	PRKCE_Homo sapiens
PRKCE	PRKCE_Homo sapiens
PPP1R14A	PRKCE_Homo sapiens
IQGAP1	PRKCE_Homo sapiens
ALDH2	PRKCE_Homo sapiens
PRKD1	PRKCE_Homo sapiens
SLC6A2	PRKCE_Homo sapiens
RAB11A	PRKCE_Homo sapiens
RAB5A	PRKCE_Homo sapiens
ITGB1	PRKCE_Homo sapiens
AURKB	PRKCE_Homo sapiens
CHAT iso3	PRKCE_Homo sapiens
GJA1	PRKCE_Homo sapiens
PRKD2	PRKCE_Homo sapiens
STAT3	PRKCE_Homo sapiens
IKBKB	PRKCE_Homo sapiens
TNNI3	PRKCE_Homo sapiens
ATF2	PRKCE_Homo sapiens
NREP	PRKCE_Homo sapiens
CTNND1	PRKCE_Homo sapiens
MET	PRKCE_Homo sapiens
PRKCA	STK3_Homo sapiens
ABL1	STK3_Homo sapiens
MOB1B	STK3_Homo sapiens
SAV1	STK3_Homo sapiens
MOB1A	STK3_Homo sapiens
NEK2	STK3_Homo sapiens
LATS1	STK3_Homo sapiens
STK3	STK3_Homo sapiens
YAP1	STK3_Homo sapiens
MDM2	PKM_Homo sapiens
AKT1S1	PKM_Homo sapiens
BUB3	PKM_Homo sapiens
STAT3	PKM_Homo sapiens
Bad	Pak5_Mus musculus
Prkd1	Prkd2_Mus musculus
Prkd2	Prkd2_Mus musculus
Epha4	Epha4_Mus musculus
BLVRA	BLVRA_Homo sapiens
PRKCB	BLVRA_Homo sapiens
MCM3	ATR_Homo sapiens
NBN	ATR_Homo sapiens
PRKDC	ATR_Homo sapiens
RBBP8	ATR_Homo sapiens
ATRIP	ATR_Homo sapiens
CDKN2A	ATR_Homo sapiens
CHEK1	ATR_Homo sapiens
UIMC1	ATR_Homo sapiens
CUX1	ATR_Homo sapiens
E2F1	ATR_Homo sapiens
TP53	ATR_Homo sapiens
MDM2	ATR_Homo sapiens
DCLRE1C	ATR_Homo sapiens
CHTF18	ATR_Homo sapiens
XPA	ATR_Homo sapiens
SP1	ATR_Homo sapiens
BRCA1	ATR_Homo sapiens
GINS2	ATR_Homo sapiens
DBF4	ATR_Homo sapiens
FARSA	ATR_Homo sapiens
CGGBP1	ATR_Homo sapiens
DCK	ATR_Homo sapiens
FANCD2	ATR_Homo sapiens
NPM1	ATR_Homo sapiens
RPA2	ATR_Homo sapiens
SMARCAL1	ATR_Homo sapiens
SMC1A	ATR_Homo sapiens
BLM	ATR_Homo sapiens
SUGP2	ATR_Homo sapiens
RASSF1 iso2	ATR_Homo sapiens
TUT1	ATR_Homo sapiens
ATM	ATR_Homo sapiens
CREB1	ATR_Homo sapiens
CHEK2	ATR_Homo sapiens
ATR	ATR_Homo sapiens
IRS1	ATR_Homo sapiens
RAD17	ATR_Homo sapiens
WRN	ATR_Homo sapiens
MCM2	ATR_Homo sapiens
FANCA	ATR_Homo sapiens
DAXX	ATR_Homo sapiens
KMT2A	ATR_Homo sapiens
AKAP12	ATR_Homo sapiens
POLH	ATR_Homo sapiens
HUWE1	ATR_Homo sapiens
CNOT2	ATR_Homo sapiens
SUN2	ATR_Homo sapiens
ZSCAN5A	ATR_Homo sapiens
PHF14	ATR_Homo sapiens
CCDC82	ATR_Homo sapiens
SIAH1	ATR_Homo sapiens
EWSR1	ATR_Homo sapiens
MDC1	ATR_Homo sapiens
BORA	ATR_Homo sapiens
GPS1	ATR_Homo sapiens
XRCC3	ATR_Homo sapiens
MLH1	ATR_Homo sapiens
VCP	ATR_Homo sapiens
SMARCC2	ATR_Homo sapiens
CCAR2	ATR_Homo sapiens
MARCKSL1	ATR_Homo sapiens
RDX	STK10_Homo sapiens
EZR	STK10_Homo sapiens
PLK1	STK10_Homo sapiens
MSN	STK10_Homo sapiens
CAT	ABL2_Homo sapiens
ABL2	ABL2_Homo sapiens
CEBPB	ABL2_Homo sapiens
HRAS	ABL2_Homo sapiens
CRK	ABL2_Homo sapiens
Tau iso8	ABL2_Homo sapiens
PSMA7	ABL2_Homo sapiens
LGALS3	ABL2_Homo sapiens
PDGFRB	ABL2_Homo sapiens
GPX1	ABL2_Homo sapiens
ITGB1	ABL2_Homo sapiens
SIVA1	ABL2_Homo sapiens
CFL1	LIMK1_Homo sapiens
DSTN	LIMK1_Homo sapiens
Tp53	Prkcd_Mus musculus
Hspb1	Prkcd_Mus musculus
Ywhaz	Prkcd_Mus musculus
Nlrc4	Prkcd_Mus musculus
Irs1	Prkcd_Mus musculus
Hnrnpk	Prkcd_Mus musculus
Ncf4	Prkcd_Mus musculus
Mapk8	Prkcd_Mus musculus
Prkcd	Prkcd_Mus musculus
Hist1h2bn	Prkcd_Mus musculus
Pxn	Prkcd_Mus musculus
Stat3	Prkcd_Mus musculus
Pik3r1	Pdgfrb_Mus musculus
Prkcd	Pdgfrb_Mus musculus
Pdgfrb	Pdgfrb_Mus musculus
Src iso2	Pdgfrb_Mus musculus
ABL1	HCK_Homo sapiens
BCR	HCK_Homo sapiens
ELMO1	HCK_Homo sapiens
HCK	HCK_Homo sapiens
STAT5A	HCK_Homo sapiens
ADAM15	HCK_Homo sapiens
STAT5B	HCK_Homo sapiens
RAPGEF1	HCK_Homo sapiens
Myod1	Mos_Mus musculus
Mos	Mos_Mus musculus
MAP3K11	MAP3K11_Homo sapiens
MAP2K3	MAP3K11_Homo sapiens
PIN1	MAP3K11_Homo sapiens
PRKAA1	MAP3K11_Homo sapiens
MAP2K4	MAP3K11_Homo sapiens
PDHA1	PDK3_Homo sapiens
PDHA2	PDK3_Homo sapiens
Tgfbr1	Tgfbr2_Mus musculus
Dyrk3	Dyrk3_Mus musculus
Ryr2	Camk2d_Mus musculus
SLC9A1	ROCK2_Homo sapiens
BACE1	ROCK2_Homo sapiens
SORL1	ROCK2_Homo sapiens
DPYSL2	ROCK2_Homo sapiens
PPP1R14A	ROCK2_Homo sapiens
SH3GL2	ROCK2_Homo sapiens
APP iso4	ROCK2_Homo sapiens
LIMK2	ROCK2_Homo sapiens
CNN3	ROCK2_Homo sapiens
PPP1R14B	ROCK2_Homo sapiens
EEF1A1	ROCK2_Homo sapiens
PPP1R12A	ROCK2_Homo sapiens
Csf1r	Csf1r_Mus musculus
Nsf	Cdk16_Mus musculus
ACTR2	MAP3K14_Homo sapiens
NFKBIA	MAP3K14_Homo sapiens
CHUK	MAP3K14_Homo sapiens
IKBKB	MAP3K14_Homo sapiens
NFKB2	MAP3K14_Homo sapiens
BACH2	RPS6KB1_Homo sapiens
IRS1	RPS6KB1_Homo sapiens
TARBP2	RPS6KB1_Homo sapiens
MTOR	RPS6KB1_Homo sapiens
FMR1	RPS6KB1_Homo sapiens
NDRG2	RPS6KB1_Homo sapiens
RPS6	RPS6KB1_Homo sapiens
GSK3B	RPS6KB1_Homo sapiens
PDCD4	RPS6KB1_Homo sapiens
TP63	RPS6KB1_Homo sapiens
Tau iso8	RPS6KB1_Homo sapiens
TRIB2	RPS6KB1_Homo sapiens
DEPTOR	RPS6KB1_Homo sapiens
RPS6KB1	RPS6KB1_Homo sapiens
EEF2K	RPS6KB1_Homo sapiens
ESR1	RPS6KB1_Homo sapiens
LTC4S	RPS6KB1_Homo sapiens
MXD1	RPS6KB1_Homo sapiens
URI1	RPS6KB1_Homo sapiens
CAD	RPS6KB1_Homo sapiens
NCBP1	RPS6KB1_Homo sapiens
CCT2	RPS6KB1_Homo sapiens
PIP5K1C	RPS6KB1_Homo sapiens
GLI1	RPS6KB1_Homo sapiens
RICTOR	RPS6KB1_Homo sapiens
EIF4B	RPS6KB1_Homo sapiens
HIST1H2BB	RPS6KB1_Homo sapiens
POLDIP3	RPS6KB1_Homo sapiens
Becn1	Ulk2_Mus musculus
TRPM7	TRPM7_Homo sapiens
MYH9	TRPM7_Homo sapiens
ANXA1	TRPM7_Homo sapiens
EEF2K	TRPM7_Homo sapiens
TMOD1	TRPM7_Homo sapiens
MERTK	MERTK_Homo sapiens
AKT1	MERTK_Homo sapiens
STAT5A	MERTK_Homo sapiens
STAT5B	MERTK_Homo sapiens
STAT3	MERTK_Homo sapiens
MDM2	PAK6_Homo sapiens
PACSIN1	PAK6_Homo sapiens
AR	PAK6_Homo sapiens
LIMK1	PAK6_Homo sapiens
MITF iso8	Mark3_Mus musculus
PGM1	PAK1_Homo sapiens
FXR1	PAK1_Homo sapiens
PAK1	PAK1_Homo sapiens
ARPC1B	PAK1_Homo sapiens
GNAZ	PAK1_Homo sapiens
RAF1	PAK1_Homo sapiens
ILK	PAK1_Homo sapiens
BAD	PAK1_Homo sapiens
ARHGEF2	PAK1_Homo sapiens
MAP3K1	PAK1_Homo sapiens
TBCB	PAK1_Homo sapiens
KIF2C	PAK1_Homo sapiens
PGAM1	PAK1_Homo sapiens
ELF3	PAK1_Homo sapiens
CRK	PAK1_Homo sapiens
CTNNB1	PAK1_Homo sapiens
MORC2	PAK1_Homo sapiens
PXN	PAK1_Homo sapiens
GIT1	PAK1_Homo sapiens
PXN iso2	PAK1_Homo sapiens
PLK1	PAK1_Homo sapiens
HIST1H3J	PAK1_Homo sapiens
ITGB3BP	PAK1_Homo sapiens
MYL9	PAK1_Homo sapiens
FLNA	PAK1_Homo sapiens
SNAI1	PAK1_Homo sapiens
ARHGDIA	PAK1_Homo sapiens
PCBP1	PAK1_Homo sapiens
CTTN	PAK1_Homo sapiens
BRAF	PAK1_Homo sapiens
DYNLL1	PAK1_Homo sapiens
SPEN	PAK1_Homo sapiens
AURKA	PAK1_Homo sapiens
STMN1	PAK1_Homo sapiens
NF2	PAK1_Homo sapiens
PA2G4	PAK1_Homo sapiens
RUNX3	PAK1_Homo sapiens
LIMK1	PAK1_Homo sapiens
PREX2	PAK1_Homo sapiens
MAP2K1	PAK1_Homo sapiens
CTBP1	PAK1_Homo sapiens
ESR1	PAK1_Homo sapiens
MYLK	PAK1_Homo sapiens
VIM	PAK1_Homo sapiens
TRPM6	TRPM6_Homo sapiens
OXSR1	WNK1_Homo sapiens
WNK1	WNK1_Homo sapiens
SLC12A6	WNK1_Homo sapiens
STK39	WNK1_Homo sapiens
IRS1	INSR_Homo sapiens
BLVRA	INSR_Homo sapiens
INSR iso2	INSR_Homo sapiens
PIK3R1	INSR_Homo sapiens
GAB1	INSR_Homo sapiens
ARHGAP5	INSR_Homo sapiens
DOK1	INSR_Homo sapiens
PTEN	INSR_Homo sapiens
PIK3R3	INSR_Homo sapiens
INSR	INSR_Homo sapiens
PTPN6	INSR_Homo sapiens
PHB	INSR_Homo sapiens
NFKBIA	INSR_Homo sapiens
PPP2CA	INSR_Homo sapiens
RDX	MAP3K8_Homo sapiens
MAP2K3	MAP3K8_Homo sapiens
EZR	MAP3K8_Homo sapiens
ABL1	MAP3K8_Homo sapiens
CREB1	MAP3K8_Homo sapiens
EIF4G1	MAP3K8_Homo sapiens
MAP2K6	MAP3K8_Homo sapiens
EIF4EBP1	MAP3K8_Homo sapiens
PLK1	MAP3K8_Homo sapiens
MAP2K1	MAP3K8_Homo sapiens
RPS6KA1	MAP3K8_Homo sapiens
MSN	MAP3K8_Homo sapiens
CDK1	MAP3K8_Homo sapiens
MAP2K2	MAP3K8_Homo sapiens
HIST1H2BB	MAP3K8_Homo sapiens
CHEK1	MAP3K8_Homo sapiens
NPM1	MAP3K8_Homo sapiens
Hist1h3i	Rps6ka3_Mus musculus
H3f3b	Rps6ka3_Mus musculus
Fos	Rps6ka3_Mus musculus
Bad	Rps6ka3_Mus musculus
Hmgn1	Rps6ka3_Mus musculus
Atf4	Rps6ka3_Mus musculus
Rps6ka3	Rps6ka3_Mus musculus
LATS1	NUAK2_Homo sapiens
Doublecortin iso2	MAPK9_Homo sapiens
Tau iso8	MAPK9_Homo sapiens
ATF2	MAPK9_Homo sapiens
MYC	MAPK9_Homo sapiens
APP iso4	MAPK9_Homo sapiens
PSEN1	MAPK9_Homo sapiens
RXRA	MAPK9_Homo sapiens
JDP2	MAPK9_Homo sapiens
TOB1	MAPK9_Homo sapiens
BCL2L1	MAPK9_Homo sapiens
NFATC4	MAPK9_Homo sapiens
PDX1	MAPK9_Homo sapiens
